loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,Address
19055.39,36,23.11,738.74,F,F1,Mechanic,4.0,MORTGAGE,32491.38,Verified,Feb-2017,Fully Paid,credit_card,Credit Card,17.07,Apr-1986,9,0,15523.58,36.17,19,W,Individual,4.0,0,"Raleigh, IL"
23377.72,60,13.36,536.19,C,C1,Warehouse Associate,5.0,MORTGAGE,53067.03,Not Verified,Aug-2014,Fully Paid,house,House,11.33,May-2006,9,0,18377.24,11.87,16,W,Individual,0.0,0,"Seattle, PA"
35155.33,36,13.91,1199.98,C,C3,Business Analyst,1.0,MORTGAGE,128899.49,Source Verified,Sep-2016,Charged Off,renewable_energy,Renewable Energy,15.18,Nov-2008,14,0,21981.08,92.87,22,W,Individual,2.0,0,"Seattle, GA"
17778.56,36,22.64,684.91,F,F5,Operations Manager,5.0,RENT,67759.43,Verified,Feb-2020,Fully Paid,vacation,Vacation,11.85,Aug-2001,12,0,20300.29,26.38,23,W,Individual,3.0,0,"Seattle, FL"
7180.74,36,21.91,273.92,E,E2,Sales Associate,0.0,RENT,49982.05,Not Verified,Nov-2016,Fully Paid,car,Car,20.91,Oct-1993,11,0,9401.55,62.4,17,W,Individual,3.0,0,"Seattle, FL"
15012.28,36,18.06,543.19,E,E2,Warehouse Associate,3.0,RENT,37553.19,Not Verified,Jul-2020,Fully Paid,car,Car,14.87,Dec-1997,10,0,28681.3,66.78,20,W,Individual,0.0,0,"San Diego, AZ"
17994.6,36,12.03,597.97,B,B3,Operations Manager,10.0,RENT,46976.38,Not Verified,Jul-2018,Fully Paid,car,Car,10.87,Jul-2006,10,1,12656.42,44.87,21,W,Joint,2.0,0,"Austin, OH"
14860.05,60,18.91,384.75,E,E4,Consultant,9.0,RENT,74956.73,Not Verified,May-2020,Fully Paid,major_purchase,Major Purchase,5.78,Jun-1981,5,0,14395.69,65.24,10,W,Individual,0.0,0,"Phoenix, NC"
11879.89,36,8.55,375.29,A,A2,Driver,4.0,MORTGAGE,23337.95,Verified,Mar-2016,Fully Paid,credit_card,Credit Card,28.13,Dec-2010,5,0,8464.2,66.85,17,F,Individual,3.0,0,"Austin, WA"
31652.01,36,18.07,1145.42,D,D4,Sales Associate,6.0,OTHER,113228.12,Source Verified,Jan-2019,Fully Paid,debt_consolidation,Debt Consolidation,13.92,Jun-1997,17,0,40930.09,31.13,25,W,Individual,6.0,0,"Chicago, TX"
30494.35,36,24.42,1203.11,F,F1,,4.0,MORTGAGE,75665.32,Source Verified,Oct-2016,Fully Paid,home_improvement,Home Improvement,10.58,Oct-1992,9,0,17851.94,74.82,17,W,Individual,,1,"Phoenix, MI"
5482.76,36,15.17,190.51,D,D5,Data Scientist,3.0,RENT,51792.03,Verified,Jun-2020,Fully Paid,credit_card,Credit Card,14.37,Aug-1993,8,0,12824.95,52.29,15,W,Individual,3.0,0,"Raleigh, PA"
16916.78,36,18.59,616.58,D,D3,Electrician,1.0,MORTGAGE,45530.36,Verified,Jul-2017,Charged Off,credit_card,Credit Card,8.18,Aug-1983,8,0,20625.97,49.65,19,F,Individual,4.0,0,"Columbus, PA"
33473.19,60,15.14,798.81,C,C1,Marketing Specialist,0.0,OWN,98242.36,Source Verified,May-2018,Fully Paid,moving,Moving,6.78,Jun-1984,6,0,14146.01,61.57,12,F,Individual,1.0,0,"Columbus, WA"
7764.84,60,10.2,165.73,A,A5,Analyst,6.0,RENT,49805.25,Not Verified,Feb-2020,Fully Paid,house,House,16.96,Nov-2007,7,0,0.0,82.13,14,F,Individual,3.0,1,"San Diego, MA"
2504.04,36,9.43,80.13,A,A3,Electrician,8.0,MORTGAGE,47066.37,Source Verified,Jan-2017,Fully Paid,moving,Moving,28.96,Oct-1998,14,0,1657.25,74.99,23,W,Individual,3.0,0,"Austin, CA"
10910.93,60,15.92,264.86,C,C3,Mechanic,3.0,MORTGAGE,46846.0,Not Verified,Nov-2019,Fully Paid,moving,Moving,25.0,Apr-2002,6,0,15621.46,66.44,11,F,Individual,1.0,0,"Newark, NY"
9074.76,36,9.0,288.56,A,A3,Accountant,8.0,RENT,60822.69,Not Verified,Sep-2016,Fully Paid,debt_consolidation,Debt Consolidation,17.81,Feb-2000,11,0,5396.86,73.1,17,F,Joint,2.0,1,"Atlanta, FL"
12077.48,36,7.31,374.62,A,A3,Accountant,6.0,OWN,49810.84,Not Verified,Aug-2014,Fully Paid,debt_consolidation,Debt Consolidation,16.6,Jul-1981,8,0,10948.45,87.52,16,W,Individual,0.0,0,"Houston, FL"
34537.77,36,14.52,1189.15,C,C4,Nurse,4.0,MORTGAGE,128114.74,Source Verified,Mar-2018,Fully Paid,credit_card,Credit Card,6.6,Oct-1987,9,2,16094.87,63.98,17,W,Individual,6.0,1,"Raleigh, VA"
17498.13,36,16.49,619.42,D,D3,HR Specialist,8.0,RENT,45442.99,Verified,Aug-2016,Fully Paid,moving,Moving,13.37,Sep-1987,14,0,20805.28,51.83,20,F,Individual,1.0,0,"Boston, WA"
14044.87,36,27.09,574.06,G,G1,Operations Manager,2.0,OWN,42433.33,Not Verified,Apr-2019,Fully Paid,vacation,Vacation,23.72,Feb-2004,8,1,19035.24,33.45,11,F,Individual,3.0,0,"Chicago, VA"
23264.15,60,10.29,497.62,B,B2,Accountant,8.0,RENT,54367.67,Verified,Mar-2019,Fully Paid,moving,Moving,18.28,Aug-1982,7,0,19787.75,48.83,15,W,Individual,0.0,1,"Tampa, VA"
31453.12,60,9.93,667.13,B,B4,Accountant,5.0,MORTGAGE,122310.61,Verified,Dec-2020,Fully Paid,moving,Moving,4.85,Nov-1991,11,0,23198.21,29.8,17,W,Joint,4.0,0,"Dallas, NY"
33862.87,36,11.47,1116.19,B,B4,Software Engineer,4.0,OWN,143784.35,Verified,Jan-2016,Fully Paid,small_business,Small Business,14.19,Jan-2010,10,0,27171.58,68.28,16,W,Individual,1.0,0,"San Diego, OH"
8241.13,60,9.65,173.68,B,B5,Driver,4.0,RENT,63206.75,Verified,Feb-2017,Fully Paid,small_business,Small Business,13.83,Feb-1987,18,0,10405.49,71.86,25,F,Individual,3.0,0,"Boston, AZ"
1808.04,60,13.45,41.56,C,C5,Accountant,6.0,RENT,38503.74,Source Verified,Jun-2019,Fully Paid,medical,Medical,9.02,Sep-2003,7,0,0.0,50.12,12,F,Individual,1.0,0,"San Jose, GA"
10308.9,36,19.57,380.88,E,E5,Driver,5.0,RENT,30818.12,Verified,Nov-2014,Charged Off,home_improvement,Home Improvement,15.04,Dec-1986,5,0,1935.62,71.29,11,F,Individual,2.0,0,"Newark, TX"
11177.22,36,12.24,372.55,B,B3,Executive Assistant,6.0,OWN,62045.94,Not Verified,Oct-2016,Fully Paid,moving,Moving,28.18,Mar-2000,8,0,0.0,38.7,18,W,Individual,4.0,0,"Newark, VA"
7035.16,36,9.38,224.98,A,A4,Accountant,1.0,MORTGAGE,26900.79,Not Verified,Nov-2014,Fully Paid,debt_consolidation,Debt Consolidation,14.98,Apr-1990,10,0,11634.75,23.74,18,W,Individual,2.0,0,"Raleigh, GA"
21623.85,36,10.9,706.96,A,A5,Business Analyst,7.0,OTHER,62932.04,Source Verified,Aug-2014,Fully Paid,medical,Medical,20.09,Dec-1997,11,1,22378.3,48.75,21,W,Individual,1.0,0,"Phoenix, PA"
5478.77,60,8.06,111.24,A,A3,,,MORTGAGE,22902.46,Source Verified,Nov-2020,Fully Paid,renewable_energy,Renewable Energy,12.73,Jun-1996,13,0,4157.49,,25,W,Individual,,1,"Atlanta, CA"
19593.34,60,8.48,401.83,A,A2,Operations Manager,4.0,OWN,51783.48,Verified,Mar-2020,Fully Paid,other,Other,16.95,Jun-1999,6,0,0.0,36.72,19,W,Individual,2.0,0,"San Jose, AZ"
22506.93,36,9.49,720.88,A,A5,Analyst,6.0,OWN,56218.36,Verified,Dec-2019,Fully Paid,debt_consolidation,Debt Consolidation,19.91,Jun-1989,10,0,23527.19,26.7,21,W,Individual,3.0,0,"Austin, WA"
22564.23,36,13.9,770.12,C,C5,Warehouse Associate,6.0,RENT,60290.17,Not Verified,Apr-2020,Fully Paid,renewable_energy,Renewable Energy,6.28,Dec-1989,11,0,29270.61,54.47,14,W,Joint,2.0,0,"Boston, AZ"
26176.64,36,10.9,855.77,A,A4,Mechanic,2.0,OWN,119644.22,Not Verified,Jun-2015,Fully Paid,car,Car,11.41,Dec-1999,13,0,37251.8,36.03,23,W,Individual,1.0,0,"Columbus, NJ"
11525.57,36,22.03,440.36,F,F5,Accountant,9.0,RENT,36270.86,Not Verified,Aug-2020,Fully Paid,home_improvement,Home Improvement,19.36,Mar-1995,13,0,7199.52,17.95,19,W,Individual,0.0,0,"Boston, OH"
16342.57,36,10.88,534.11,B,B3,Sales Associate,2.0,OWN,57219.0,Verified,Dec-2019,Fully Paid,vacation,Vacation,8.5,Oct-1989,10,0,14097.51,64.24,13,W,Individual,2.0,0,"Chicago, WA"
14607.97,36,16.03,513.79,D,D5,Driver,2.0,RENT,73786.91,Not Verified,Nov-2017,Fully Paid,car,Car,17.81,May-1987,8,0,3935.76,48.21,19,W,Individual,1.0,0,"Seattle, TX"
35374.6,60,19.67,930.64,E,E3,Sales Associate,1.0,OWN,192995.87,Verified,Nov-2017,Fully Paid,medical,Medical,6.91,Jul-1990,4,0,44295.33,30.83,12,F,Individual,2.0,1,"Dallas, GA"
25588.75,36,9.92,824.68,B,B1,Driver,9.0,MORTGAGE,80545.75,Not Verified,Nov-2017,Fully Paid,small_business,Small Business,5.25,Dec-2007,13,0,25410.79,55.38,17,W,Individual,4.0,0,"Tampa, WA"
18706.64,60,17.63,471.22,D,D3,Consultant,9.0,MORTGAGE,70033.49,Source Verified,Jun-2014,Fully Paid,renewable_energy,Renewable Energy,7.44,Jan-1986,9,0,25134.11,30.03,20,F,Individual,4.0,0,"Newark, GA"
18512.48,36,12.13,616.06,C,C3,Warehouse Associate,4.0,MORTGAGE,40053.1,Not Verified,Oct-2017,Fully Paid,moving,Moving,13.13,Oct-2004,9,1,2987.34,85.19,17,W,Individual,0.0,0,"Tampa, WA"
16992.82,36,8.77,538.54,A,A1,,,MORTGAGE,41517.92,Source Verified,Jul-2020,Fully Paid,renewable_energy,Renewable Energy,10.48,Jul-1982,8,1,855.46,,16,W,Individual,,0,"Tampa, GA"
22211.08,60,14.44,521.86,C,C4,Software Engineer,5.0,MORTGAGE,77048.21,Not Verified,Apr-2018,Fully Paid,renewable_energy,Renewable Energy,17.06,Mar-1981,5,0,2853.73,67.15,14,W,Individual,1.0,0,"Chicago, MA"
23922.03,60,9.6,503.64,A,A4,HR Specialist,6.0,RENT,48621.97,Not Verified,Apr-2016,Fully Paid,small_business,Small Business,9.79,Aug-1983,10,0,23087.82,30.95,20,W,Individual,1.0,0,"Atlanta, IL"
21211.34,60,11.09,462.12,A,A5,HR Specialist,5.0,MORTGAGE,113403.3,Source Verified,Mar-2020,Fully Paid,vacation,Vacation,7.24,Aug-1985,9,0,30001.12,71.87,14,W,Individual,0.0,0,"Houston, WA"
31767.24,36,11.08,1041.19,B,B3,Warehouse Associate,3.0,MORTGAGE,113457.14,Not Verified,Aug-2019,Fully Paid,small_business,Small Business,18.8,Mar-2004,6,0,51680.22,50.03,14,W,Individual,2.0,0,"Raleigh, PA"
1000.0,60,14.58,23.57,C,C3,Analyst,7.0,OWN,34610.11,Source Verified,Oct-2016,Fully Paid,credit_card,Credit Card,9.7,Sep-1998,12,0,3990.41,34.32,16,F,Individual,2.0,0,"Boston, MI"
9117.45,60,8.07,185.16,A,A1,Accountant,6.0,OWN,55094.31,Not Verified,Dec-2016,Fully Paid,medical,Medical,15.15,Sep-2002,12,0,12723.13,80.64,18,W,Joint,2.0,0,"San Jose, AZ"
18317.5,36,19.24,673.68,E,E3,Mechanic,6.0,OWN,88244.57,Source Verified,Jan-2015,Fully Paid,major_purchase,Major Purchase,12.97,Sep-1989,8,0,36.97,20.89,16,W,Individual,3.0,0,"Raleigh, FL"
11682.77,60,28.63,368.18,G,G2,Software Engineer,0.0,MORTGAGE,54471.14,Not Verified,May-2015,Fully Paid,home_improvement,Home Improvement,28.86,Jan-2010,16,0,3651.37,44.96,27,F,Individual,4.0,0,"Columbus, MI"
23992.6,36,9.75,771.31,A,A5,Consultant,5.0,MORTGAGE,60897.07,Not Verified,Dec-2020,Fully Paid,vacation,Vacation,14.0,Jun-1996,13,0,18509.67,75.35,19,W,Individual,2.0,0,"San Diego, MA"
28398.53,60,13.55,654.25,C,C1,Driver,2.0,RENT,70213.06,Not Verified,Sep-2018,Fully Paid,other,Other,24.0,Mar-1986,12,0,27841.3,77.49,21,F,Individual,2.0,0,"Columbus, VA"
16056.28,36,10.09,518.76,B,B5,Driver,6.0,RENT,65899.8,Not Verified,Aug-2016,Charged Off,moving,Moving,24.3,Oct-1983,11,1,20330.53,75.94,18,W,Individual,2.0,0,"Newark, OH"
15061.61,36,25.48,602.69,G,G1,Marketing Specialist,2.0,MORTGAGE,74940.08,Verified,Dec-2015,Fully Paid,small_business,Small Business,2.18,Feb-2002,9,0,28292.96,81.13,16,W,Individual,0.0,0,"Newark, IL"
8557.88,36,16.02,300.94,D,D5,Analyst,3.0,MORTGAGE,38978.14,Not Verified,Nov-2017,Fully Paid,vacation,Vacation,7.54,May-1999,13,0,11231.37,62.86,24,W,Individual,3.0,0,"San Diego, NC"
22371.1,60,9.39,468.68,A,A5,Teacher,4.0,MORTGAGE,120362.87,Not Verified,Dec-2020,Fully Paid,house,House,14.54,Jun-1987,10,0,19257.74,39.02,15,F,Individual,1.0,0,"San Jose, NC"
32628.54,36,9.83,1050.19,A,A2,,6.0,MORTGAGE,121229.74,Not Verified,Jan-2019,Fully Paid,home_improvement,Home Improvement,8.2,Aug-1987,13,0,8105.95,40.0,20,W,Individual,,0,"Boston, MI"
17438.14,36,17.32,624.48,D,D4,Sales Associate,7.0,MORTGAGE,72576.63,Not Verified,May-2016,Fully Paid,home_improvement,Home Improvement,17.7,Mar-2007,7,0,22484.1,49.18,16,F,Individual,2.0,0,"Seattle, IL"
5676.14,36,10.38,184.17,B,B1,,2.0,MORTGAGE,40620.43,Source Verified,Jan-2018,Charged Off,debt_consolidation,Debt Consolidation,17.9,Jan-2003,10,0,15455.13,9.47,22,W,Individual,,0,"Columbus, CA"
8036.79,60,12.58,181.12,B,B1,Project Manager,6.0,MORTGAGE,28649.23,Source Verified,Apr-2019,Fully Paid,credit_card,Credit Card,21.12,Oct-2011,6,0,25167.71,64.34,17,W,Individual,1.0,0,"Phoenix, TX"
6460.31,36,21.23,244.16,F,F5,Executive Assistant,6.0,RENT,38536.8,Source Verified,Mar-2020,Fully Paid,home_improvement,Home Improvement,25.38,Aug-1981,17,0,0.0,21.04,31,W,Joint,1.0,0,"San Diego, WA"
6089.01,60,21.98,168.09,E,E3,Executive Assistant,7.0,RENT,58740.37,Not Verified,Mar-2014,Fully Paid,house,House,6.18,Aug-1992,13,0,0.0,26.1,14,W,Joint,1.0,0,"San Diego, PA"
22661.51,60,23.45,644.76,F,F5,Business Analyst,9.0,MORTGAGE,60590.48,Not Verified,Feb-2016,Fully Paid,renewable_energy,Renewable Energy,26.67,Apr-2003,6,0,18689.35,35.92,16,W,Joint,1.0,0,"Raleigh, FL"
5874.05,60,10.06,124.98,A,A1,Product Manager,7.0,OWN,63801.04,Not Verified,Feb-2020,Fully Paid,renewable_energy,Renewable Energy,13.92,Sep-1985,11,0,2879.5,57.51,17,W,Individual,4.0,0,"Columbus, MI"
13698.78,60,14.68,323.59,C,C4,Mechanic,9.0,MORTGAGE,58558.86,Verified,Apr-2016,Fully Paid,home_improvement,Home Improvement,18.95,Nov-2007,5,0,19713.77,69.86,17,W,Individual,2.0,0,"Raleigh, CA"
7731.72,36,9.3,246.94,B,B4,Teacher,4.0,RENT,31344.57,Not Verified,Sep-2020,Fully Paid,medical,Medical,22.4,Jan-1992,9,0,0.0,48.32,13,F,Individual,1.0,0,"Newark, VA"
14437.39,60,15.53,347.47,C,C3,Customer Service Rep,5.0,MORTGAGE,60332.91,Verified,Apr-2016,Fully Paid,medical,Medical,9.95,Sep-1983,7,0,4579.98,40.39,12,F,Individual,1.0,1,"Boston, VA"
19087.81,36,20.18,711.09,E,E5,Mechanic,9.0,MORTGAGE,111450.01,Not Verified,Mar-2015,Fully Paid,credit_card,Credit Card,0.0,Dec-2000,8,0,15667.42,59.77,13,W,Individual,2.0,0,"Miami, MI"
13323.2,36,7.23,412.77,A,A4,Driver,0.0,MORTGAGE,79271.76,Not Verified,Nov-2020,Fully Paid,debt_consolidation,Debt Consolidation,20.11,Jun-1991,11,0,15714.12,68.61,24,F,Individual,3.0,0,"Phoenix, MA"
18448.56,36,7.05,570.09,A,A2,Product Manager,0.0,MORTGAGE,45408.83,Verified,Dec-2020,Fully Paid,vacation,Vacation,5.59,Nov-1999,10,0,14134.54,62.88,19,W,Individual,4.0,0,"Houston, MA"
11493.48,60,19.37,300.52,D,D4,Marketing Specialist,0.0,RENT,39420.75,Not Verified,May-2018,Fully Paid,major_purchase,Major Purchase,13.65,Jan-2005,7,0,0.0,45.16,17,W,Individual,1.0,0,"Seattle, NJ"
1000.0,36,9.89,32.21,A,A1,Business Analyst,1.0,OWN,46304.06,Source Verified,Jun-2015,Fully Paid,home_improvement,Home Improvement,3.67,Dec-1996,15,0,0.0,64.39,25,F,Individual,2.0,0,"Houston, OH"
15563.55,36,12.94,523.93,B,B5,Nurse,3.0,MORTGAGE,39258.96,Source Verified,Sep-2020,Fully Paid,major_purchase,Major Purchase,12.25,Aug-1992,8,0,17832.06,52.89,17,W,Joint,1.0,0,"Raleigh, GA"
20029.66,36,11.4,659.53,B,B4,Electrician,9.0,MORTGAGE,52885.32,Not Verified,Oct-2016,Fully Paid,major_purchase,Major Purchase,10.15,Aug-1989,6,0,11584.58,38.3,15,W,Individual,1.0,0,"Atlanta, MA"
18134.65,60,27.9,563.56,G,G2,Data Scientist,9.0,RENT,47615.2,Verified,May-2015,Charged Off,home_improvement,Home Improvement,11.39,Jun-2009,4,0,2283.8,45.19,11,W,Individual,2.0,0,"Boston, OH"
5228.25,36,11.69,172.87,B,B1,Mechanic,9.0,MORTGAGE,45016.73,Source Verified,Jan-2020,Fully Paid,other,Other,31.04,Aug-1984,10,1,4316.25,53.59,20,F,Individual,0.0,0,"Chicago, NC"
24464.55,36,13.03,824.61,C,C3,Software Engineer,1.0,MORTGAGE,87669.72,Source Verified,Oct-2019,Fully Paid,moving,Moving,3.29,Mar-2000,13,0,36731.76,26.83,19,W,Individual,3.0,0,"San Jose, NJ"
18293.7,36,9.48,585.8,B,B5,Teacher,0.0,RENT,57388.9,Source Verified,Oct-2018,Fully Paid,major_purchase,Major Purchase,16.73,Feb-1981,11,1,21459.97,38.42,15,W,Joint,1.0,0,"San Diego, MI"
22492.61,36,10.47,730.8,B,B5,Warehouse Associate,2.0,OWN,89553.89,Verified,May-2016,Fully Paid,car,Car,15.97,Nov-2009,7,0,25590.79,68.7,18,W,Individual,1.0,0,"Raleigh, NC"
17741.23,36,12.27,591.51,B,B3,Project Manager,5.0,RENT,55980.06,Not Verified,Jun-2019,Fully Paid,medical,Medical,10.41,Jan-2007,10,0,32723.66,54.66,15,F,Individual,1.0,0,"Raleigh, OH"
15708.86,60,13.16,358.72,C,C2,Customer Service Rep,5.0,RENT,74236.81,Not Verified,Jul-2017,Fully Paid,major_purchase,Major Purchase,14.33,Aug-2008,6,0,21245.89,56.74,14,W,Individual,2.0,0,"Phoenix, PA"
15008.94,36,10.87,490.45,B,B5,Warehouse Associate,6.0,RENT,55791.39,Verified,Jun-2017,Fully Paid,major_purchase,Major Purchase,12.47,Sep-2006,12,0,17636.74,56.39,20,W,Individual,2.0,0,"Boston, NY"
7344.01,36,13.83,250.38,C,C4,Electrician,7.0,OWN,42704.71,Not Verified,Jan-2015,Fully Paid,house,House,18.73,Apr-2001,8,0,14040.8,53.44,18,W,Individual,2.0,0,"Boston, MA"
11930.27,36,7.42,370.66,A,A4,Consultant,4.0,RENT,36849.7,Source Verified,Dec-2019,Fully Paid,home_improvement,Home Improvement,21.96,Oct-1989,12,1,0.0,62.07,19,W,Individual,0.0,0,"Dallas, FL"
11507.69,60,13.08,262.31,B,B2,Warehouse Associate,2.0,RENT,38432.38,Not Verified,Oct-2018,Charged Off,small_business,Small Business,18.3,Dec-1982,10,1,18529.48,32.22,21,W,Individual,3.0,0,"San Jose, CA"
21477.15,36,22.9,830.26,F,F1,Analyst,4.0,RENT,68428.7,Not Verified,Dec-2015,Fully Paid,small_business,Small Business,6.45,Apr-1999,17,0,23662.09,76.02,22,F,Individual,2.0,0,"San Diego, PA"
5811.43,36,21.37,220.06,E,E4,Project Manager,0.0,RENT,62181.31,Source Verified,Mar-2015,Fully Paid,moving,Moving,11.78,Jul-1987,6,0,0.0,59.12,10,W,Individual,3.0,0,"Seattle, NC"
8085.91,36,14.63,278.85,C,C3,Accountant,0.0,OWN,47316.4,Not Verified,Aug-2014,Fully Paid,renewable_energy,Renewable Energy,15.7,Jan-1988,9,0,14941.79,80.43,22,F,Individual,4.0,0,"Raleigh, NY"
19185.56,60,15.38,460.24,C,C3,Marketing Specialist,2.0,MORTGAGE,43197.49,Verified,Nov-2018,Fully Paid,debt_consolidation,Debt Consolidation,19.48,Jun-2001,13,0,27399.5,57.17,21,F,Individual,3.0,0,"San Jose, NY"
11605.94,60,12.28,259.79,B,B4,Analyst,3.0,RENT,37916.27,Not Verified,Nov-2016,Fully Paid,renewable_energy,Renewable Energy,23.38,May-1985,6,1,49.46,59.89,13,W,Joint,5.0,0,"Raleigh, CA"
17344.36,36,15.19,602.88,C,C2,Software Engineer,3.0,RENT,70743.61,Source Verified,Aug-2016,Fully Paid,moving,Moving,13.27,Mar-1983,4,0,36385.1,24.46,10,W,Individual,2.0,0,"Chicago, GA"
23648.63,60,10.41,507.26,B,B3,Data Scientist,8.0,MORTGAGE,82527.18,Source Verified,Sep-2014,Fully Paid,credit_card,Credit Card,8.94,Mar-1980,15,0,13701.46,61.71,21,F,Individual,1.0,0,"Boston, FL"
1123.57,36,12.06,37.35,B,B1,Executive Assistant,9.0,RENT,34145.81,Source Verified,Jul-2017,Fully Paid,small_business,Small Business,19.4,Dec-2001,13,0,0.0,55.47,20,W,Individual,3.0,0,"Chicago, NC"
10045.19,60,10.93,218.08,B,B1,Data Scientist,2.0,OWN,28012.05,Verified,Sep-2014,Fully Paid,renewable_energy,Renewable Energy,22.26,Jan-1988,9,0,5857.6,18.94,11,F,Individual,2.0,0,"San Jose, NY"
22455.42,60,9.89,475.94,A,A2,Data Scientist,5.0,OWN,91136.24,Verified,Oct-2014,Fully Paid,debt_consolidation,Debt Consolidation,20.44,Mar-2009,11,0,20809.91,56.65,20,W,Individual,1.0,0,"Atlanta, TX"
22519.13,36,9.94,726.02,A,A2,Nurse,9.0,MORTGAGE,56953.27,Verified,Jan-2017,Fully Paid,credit_card,Credit Card,13.33,Nov-1994,7,0,15892.34,51.82,12,W,Individual,2.0,0,"Boston, PA"
24087.71,60,9.41,504.86,A,A2,Operations Manager,4.0,MORTGAGE,137150.33,Not Verified,Dec-2019,Fully Paid,car,Car,11.96,Oct-1983,9,1,17704.52,42.57,20,W,Individual,0.0,1,"San Jose, NY"
22572.19,36,11.86,748.2,B,B5,Analyst,4.0,RENT,71428.56,Verified,Mar-2020,Fully Paid,credit_card,Credit Card,8.72,Jun-1994,8,0,27374.64,98.5,14,W,Individual,4.0,0,"Newark, IL"
17847.55,36,14.81,617.05,C,C3,Executive Assistant,2.0,RENT,81229.04,Source Verified,Jan-2019,Fully Paid,major_purchase,Major Purchase,20.9,Nov-1996,12,0,4277.89,49.6,20,W,Individual,0.0,0,"Austin, TX"
29056.95,36,23.14,1126.98,F,F1,Mechanic,0.0,OWN,102877.33,Verified,Jan-2019,Fully Paid,other,Other,21.87,Nov-1985,15,0,28129.52,71.46,19,W,Individual,2.0,0,"San Diego, PA"
20275.63,36,17.46,727.48,D,D1,Marketing Specialist,3.0,MORTGAGE,32548.28,Source Verified,Jun-2017,Fully Paid,small_business,Small Business,15.34,May-2011,11,0,15414.94,38.14,17,W,Joint,3.0,0,"Miami, FL"
21615.64,36,10.78,705.38,A,A3,Mechanic,5.0,OWN,75407.53,Source Verified,Aug-2017,Fully Paid,vacation,Vacation,16.51,Mar-1989,6,1,33571.28,63.35,12,F,Individual,3.0,0,"Austin, AZ"
6750.31,36,12.64,226.27,B,B2,Project Manager,6.0,RENT,52806.38,Not Verified,Mar-2018,Fully Paid,renewable_energy,Renewable Energy,12.68,Mar-1993,8,0,21019.84,6.96,20,W,Individual,2.0,0,"Seattle, IL"
21774.06,36,9.61,698.59,A,A4,Driver,6.0,OWN,63949.78,Not Verified,Apr-2017,Fully Paid,medical,Medical,9.88,Oct-2011,6,0,14632.54,54.54,18,W,Joint,2.0,0,"Seattle, GA"
16140.6,36,8.14,506.81,A,A1,Accountant,7.0,RENT,63493.82,Source Verified,Apr-2018,Fully Paid,medical,Medical,8.83,Aug-1993,8,0,15418.33,49.46,17,W,Individual,1.0,0,"Chicago, NJ"
30951.24,36,15.44,1079.68,D,D5,Data Scientist,4.0,RENT,121129.96,Verified,Dec-2016,Fully Paid,medical,Medical,21.59,Dec-1988,11,0,35832.43,47.59,17,W,Joint,0.0,0,"San Jose, CA"
10747.89,60,15.0,255.67,C,C2,Marketing Specialist,2.0,MORTGAGE,41422.65,Not Verified,May-2018,Fully Paid,small_business,Small Business,0.0,Jun-2001,7,0,0.0,65.18,14,W,Joint,1.0,0,"Phoenix, WA"
7686.82,60,27.97,239.22,G,G2,Marketing Specialist,3.0,MORTGAGE,36828.62,Not Verified,Oct-2017,Fully Paid,major_purchase,Major Purchase,25.34,Jan-2000,8,0,12758.13,82.26,13,W,Individual,1.0,0,"Dallas, NY"
16138.7,36,10.78,526.72,A,A4,Consultant,4.0,OWN,60322.86,Not Verified,Feb-2017,Fully Paid,other,Other,9.13,Jul-1992,14,0,0.0,71.49,24,F,Individual,8.0,1,"Seattle, PA"
18038.57,36,7.57,561.68,A,A2,Marketing Specialist,7.0,RENT,51617.48,Source Verified,Sep-2015,Fully Paid,house,House,7.4,May-2000,10,0,24164.07,52.62,17,W,Individual,3.0,0,"San Diego, NC"
13255.74,60,19.29,345.95,E,E2,Teacher,5.0,MORTGAGE,104697.29,Verified,Dec-2015,Fully Paid,other,Other,14.15,Sep-2012,10,0,7598.37,87.14,15,W,Individual,0.0,0,"Boston, VA"
9452.86,36,9.9,304.58,A,A3,Electrician,6.0,RENT,80532.08,Verified,Feb-2016,Fully Paid,renewable_energy,Renewable Energy,11.48,Aug-1989,4,0,0.0,47.46,14,W,Individual,4.0,0,"Seattle, MI"
6415.5,36,11.11,210.36,B,B3,Project Manager,0.0,RENT,54906.73,Not Verified,Oct-2015,Fully Paid,medical,Medical,16.56,Jun-1981,10,0,0.0,60.65,13,W,Individual,1.0,0,"Columbus, GA"
11781.31,36,11.11,386.32,B,B4,Project Manager,6.0,MORTGAGE,40611.24,Not Verified,Jun-2018,Fully Paid,vacation,Vacation,23.83,Jan-1998,13,0,20974.55,51.12,19,W,Individual,5.0,0,"Austin, MA"
5582.88,36,18.3,202.69,D,D2,Executive Assistant,7.0,OWN,43645.54,Verified,Mar-2019,Fully Paid,credit_card,Credit Card,18.6,Apr-1985,13,0,0.0,47.07,21,F,Joint,4.0,0,"Phoenix, TX"
